-22479,-20682,465241590,464910678
16911,30073,508564503,508564503
-24273,11489,-279056321,-278872497
14720,1074,15809280,15809280
11569,-4980,-57533940,-57613620
11816,-4321,-50987800,-51056936
23037,-29038,-668977444,-668948406
4597,12060,55439820,55439820
-4504,27735,-124918440,-124918440
-29580,-32418,958924440,958924440
31305,-24409,-764123745,-764123745
3386,24080,81534880,81534880
18759,2193,41138487,41138487
-16520,2335,-38574200,-38574200
26512,17140,454415680,454415680
-29796,30221,-900464916,-900464916
-24807,-22932,568874124,568874124
9046,26989,244142494,244142494
32631,21219,692397189,692397189
-4660,22488,-104434272,-104794080
20978,8573,179844394,179844394
6512,32757,213313584,213313584
8417,-20213,-170132821,-170132821
-28114,-9103,256067390,255921742
-17166,23759,-407846994,-407846994
618,10865,6714570,6714570
-20886,16054,-335303844,-335303844
-10098,-6036,60951528,60951528
17914,13778,246819092,246819092
16527,20205,333928035,333928035
-30650,-8900,272785000,272785000
9270,23593,218329622,218707110
18095,-28889,-522746455,-522746455
12433,-13585,-168902305,-168902305
3448,26950,92923600,92923600
-12198,5861,-71492478,-71492478
9447,17748,167665356,167665356
12974,32127,416815698,416815698
-26003,-15384,400014768,400030152
17138,-1862,-31910956,-31910956
15479,15694,242927426,242927426
-22476,17930,-403281560,-402994680
-27397,-12893,353229521,353229521
-10263,-7826,80318238,80318238
-4005,20712,-82951560,-82951560
-3232,1582,-5113024,-5113024
22967,25924,595396508,595396508
-4942,-20433,100979886,100979886
-24767,26409,-654071703,-654071703
28581,-25506,-728986986,-728986986
18611,27810,517544100,517571910
-6600,18470,-121902000,-121902000
-22666,22641,-513180906,-513180906
32334,-4759,-153877506,-153877506
-14950,-15042,224877900,224877900
9014,-31245,-281142510,-281642430
27697,3216,89022096,89073552
-32384,-12061,390583424,390583424
11048,19137,211119384,211425576
741,19455,14416155,14416155
19001,23728,450855728,450855728
-10850,11370,-123364500,-123364500
-9723,-8357,81255111,81255111
-7151,30647,-219156697,-219156697
-23048,11560,-266434880,-266434880
-8948,-7730,69168040,69168040
14084,25093,353409812,353409812
10893,-5729,-62411726,-62405997
-9506,23848,-226699088,-226699088
-1968,-13801,27160368,27160368
-25414,-18790,477529060,477529060
13062,-32178,-420309036,-420309036
18996,-13752,-261012960,-261232992
-31081,-12946,402374626,402374626
28281,-17957,-507841917,-507841917
24371,8768,213535872,213684928
22335,23034,514464390,514464390
-6503,-14879,96758137,96758137
3247,18764,60926708,60926708
3178,-21873,-69512394,-69512394
23762,-6955,-165375990,-165264710
31706,-27891,-884312046,-884312046
-11107,18678,-207437868,-207456546
-24937,-1907,47554859,47554859
-16844,20935,-352964100,-352629140
-23988,6308,-151316304,-151316304
10100,-26368,-266316800,-266316800
29574,-4555,-134709570,-134709570
-9364,31524,-295190736,-295190736
-17321,14291,-247534411,-247534411
25805,5939,153356858,153255895
-5475,28040,-153490960,-153519000
4847,17809,86320223,86320223
11060,-13431,-148331964,-148546860
-4471,-23977,107201167,107201167
25839,20158,520862562,520862562
-15191,-29480,447830680,447830680
19385,-18528,-359165280,-359165280
8202,8052,66042504,66042504
17323,31588,547198924,547198924
20581,13461,277040841,277040841
32117,-10013,-321587521,-321587521
24777,27374,678683582,678245598
-7438,-13237,98456806,98456806
7069,6854,48457780,48450926
8759,4596,40182828,40256364
2650,25989,68870850,68870850
-22777,9320,-212281640,-212281640
31907,8246,263096876,263105122
-25106,17170,-431070020,-431070020
32704,-4810,-157306240,-157306240
-4121,25730,-106033330,-106033330
-9429,9424,-89009680,-88858896
18670,18629,347803430,347803430
7723,-6665,-51367155,-51473795
5945,27599,164076055,164076055
-27593,2512,-69353808,-69313616
-31084,1888,-58686592,-58686592
19219,11353,218181954,218193307
-31586,6507,-205530102,-205530102
2402,-21557,-51779914,-51779914
-18361,23914,-439084954,-439084954
24495,-24061,-589374195,-589374195
-28054,19625,-550559750,-550559750
-26229,-4957,130017153,130017153
16090,10468,168430120,168430120
-15911,9752,-155164072,-155164072
-22861,-6063,138612306,138606243
-23840,-21162,504502080,504502080
30291,19826,600529540,600549366
-13250,-25748,341161000,341161000
7366,-13131,-96722946,-96722946
-30648,-12883,394838184,394838184
-16375,-22689,371532375,371532375
-7679,-8531,65509549,65509549
21751,-10586,-230256086,-230256086
-22481,11206,-252101382,-251922086
-32467,6024,-195671568,-195581208
26035,-12198,-317562732,-317574930
